시도,시군구,행정구역명,행정동(행정기관명),법정동,행정구역분류,행정기관코드,행정기관 생성일,법정동코드,행정동 영문명칭
강원도,동해시,송정동,송정동,용정동,3204052,4217052000,19880423,4217010400,Songjeong-dong
강원도,동해시,북삼동,북삼동,용정동,3204053,4217053000,19880423,4217010400,Buksam-dong
강원도,동해시,북삼동,북삼동,지흥동,3204053,4217053000,19880423,4217010500,Buksam-dong
강원도,동해시,북삼동,북삼동,효가동,3204053,4217053000,19880423,4217010600,Buksam-dong
강원도,동해시,북삼동,북삼동,동회동,3204053,4217053000,19880423,4217010700,Buksam-dong
강원도,동해시,북삼동,북삼동,나안동,3204053,4217053000,19880423,4217010800,Buksam-dong
강원도,동해시,북삼동,북삼동,쇄운동,3204053,4217053000,19880423,4217010900,Buksam-dong
강원도,동해시,부곡동,부곡동,부곡동,3204054,4217054000,19880423,4217011000,Bugok-dong
강원도,동해시,동호동,동호동,발한동,3204055,4217055000,19880423,4217011100,Dongho-dong
강원도,동해시,발한동,발한동,발한동,3204057,4217057000,19981102,4217011100,Balhan-dong
강원도,동해시,묵호동,묵호동,묵호진동,3204059,4217059000,19880423,4217012300,Mukho-dong
강원도,동해시,묵호동,묵호동,어달동,3204059,4217059000,19880423,4217012700,Mukho-dong
강원도,동해시,묵호동,묵호동,대진동,3204059,4217059000,19880423,4217012800,Mukho-dong
강원도,동해시,북평동,북평동,북평동,3204060,4217060000,19880423,4217011200,Bukpyeong-dong
강원도,동해시,북평동,북평동,구미동,3204060,4217060000,19880423,4217011300,Bukpyeong-dong
강원도,동해시,북평동,북평동,추암동,3204060,4217060000,19880423,4217011400,Bukpyeong-dong
강원도,동해시,북평동,북평동,구호동,3204060,4217060000,19880423,4217011500,Bukpyeong-dong
강원도,동해시,북평동,북평동,단봉동,3204060,4217060000,19880423,4217011600,Bukpyeong-dong
강원도,동해시,북평동,북평동,지가동,3204060,4217060000,19880423,4217011700,Bukpyeong-dong
강원도,동해시,북평동,북평동,이도동,3204060,4217060000,19880423,4217011800,Bukpyeong-dong
강원도,동해시,북평동,북평동,귀운동,3204060,4217060000,19880423,4217011900,Bukpyeong-dong
강원도,동해시,북평동,북평동,대구동,3204060,4217060000,19880423,4217012000,Bukpyeong-dong
강원도,동해시,북평동,북평동,호현동,3204060,4217060000,19880423,4217012100,Bukpyeong-dong
강원도,동해시,북평동,북평동,내동,3204060,4217060000,19880423,4217012200,Bukpyeong-dong
강원도,동해시,망상동,망상동,발한동,3204063,4217063000,19981102,4217011100,Mangsang-dong
강원도,동해시,망상동,망상동,망상동,3204063,4217063000,19981102,4217012900,Mangsang-dong
강원도,동해시,망상동,망상동,심곡동,3204063,4217063000,19981102,4217013000,Mangsang-dong
강원도,동해시,망상동,망상동,초구동,3204063,4217063000,19981102,4217013100,Mangsang-dong
강원도,동해시,망상동,망상동,괴란동,3204063,4217063000,19981102,4217013200,Mangsang-dong
강원도,동해시,망상동,망상동,만우동,3204063,4217063000,19981102,4217013300,Mangsang-dong
강원도,동해시,삼화동,삼화동,삼화동,3204065,4217065000,19880423,4217012400,Samhwa-dong
강원도,동해시,삼화동,삼화동,이기동,3204065,4217065000,19880423,4217012500,Samhwa-dong
강원도,동해시,삼화동,삼화동,이로동,3204065,4217065000,19880423,4217012600,Samhwa-dong
강원도,동해시,삼화동,삼화동,신흥동,3204065,4217065000,19880423,4217013400,Samhwa-dong
강원도,동해시,삼화동,삼화동,비천동,3204065,4217065000,19880423,4217013500,Samhwa-dong
강원도,동해시,삼화동,삼화동,달방동,3204065,4217065000,19880423,4217013600,Samhwa-dong
강원도,태백시,태백시,태백시,태백시,32050,4219000000,19880423,4219000000,Taebaek-si
강원도,태백시,황지동,황지동,황지동,3205051,4219051500,19980910,4219010100,Hwangji-dong
강원도,태백시,황연동,황연동,황지동,3205052,4219052500,19980910,4219010100,Hwangyeon-dong
강원도,태백시,황연동,황연동,통동,3205052,4219052500,19980910,4219011200,Hwangyeon-dong
강원도,태백시,황연동,황연동,백산동,3205052,4219052500,19980910,4219011300,Hwangyeon-dong
강원도,태백시,삼수동,삼수동,황지동,3205053,4219053500,19980910,4219010100,Samsu-dong
강원도,태백시,삼수동,삼수동,화전동,3205053,4219053500,19980910,4219010900,Samsu-dong
강원도,태백시,삼수동,삼수동,적각동,3205053,4219053500,19980910,4219011000,Samsu-dong
강원도,태백시,삼수동,삼수동,창죽동,3205053,4219053500,19980910,4219011100,Samsu-dong
강원도,태백시,삼수동,삼수동,원동,3205053,4219053500,19980910,4219011400,Samsu-dong
강원도,태백시,삼수동,삼수동,상사미동,3205053,4219053500,19980910,4219011500,Samsu-dong
강원도,태백시,삼수동,삼수동,하사미동,3205053,4219053500,19980910,4219011600,Samsu-dong
강원도,태백시,삼수동,삼수동,조탄동,3205053,4219053500,19980910,4219011700,Samsu-dong
강원도,태백시,상장동,상장동,황지동,3205054,4219054000,19880423,4219010100,Sangjang-dong
강원도,태백시,문곡소도동,문곡소도동,황지동,3205062,4219058500,20100225,4219010100,Mungoksodo-dong
강원도,태백시,문곡소도동,문곡소도동,문곡동,3205062,4219058500,20100225,4219010500,Mungoksodo-dong
강원도,태백시,문곡소도동,문곡소도동,소도동,3205062,4219058500,20100225,4219010700,Mungoksodo-dong
강원도,태백시,문곡소도동,문곡소도동,혈동,3205062,4219058500,20100225,4219010800,Mungoksodo-dong
강원도,태백시,장성동,장성동,장성동,3205056,4219059500,19980910,4219010200,Jangseong-dong
강원도,태백시,장성동,장성동,금천동,3205056,4219059500,19980910,4219010300,Jangseong-dong
강원도,태백시,구문소동,구문소동,장성동,3205055,4219060500,19980910,4219010200,Gumunso-dong
강원도,태백시,구문소동,구문소동,동점동,3205055,4219060500,19980910,4219010600,Gumunso-dong
강원도,태백시,철암동,철암동,철암동,3205058,4219061500,19980910,4219010400,Cheoram-dong
강원도,속초시,속초시,속초시,속초시,32060,4221000000,19880423,4221000000,Sokcho-si
강원도,속초시,영랑동,영랑동,영랑동,3206051,4221051000,19880423,4221010100,Yeongnang-dong
강원도,속초시,영랑동,영랑동,장사동,3206051,4221051000,19880423,4221011300,Yeongnang-dong
강원도,속초시,동명동,동명동,동명동,3206052,4221052000,19880423,4221010200,Dongmyeong-dong
강원도,속초시,금호동,금호동,중앙동,3206054,4221054000,19981017,4221010300,Geumho-dong
강원도,속초시,금호동,금호동,금호동,3206054,4221054000,19981017,4221010400,Geumho-dong
강원도,속초시,교동,교동,청학동,3206056,4221056000,19981017,4221010500,Gyo-dong
강원도,속초시,교동,교동,교동,3206056,4221056000,19981017,4221010600,Gyo-dong
강원도,속초시,노학동,노학동,교동,3206057,4221057000,19991017,4221010600,Nohak-dong
강원도,속초시,노학동,노학동,노학동,3206057,4221057000,19991017,4221010700,Nohak-dong
강원도,속초시,조양동,조양동,조양동,3206058,4221058000,19880423,4221010800,Joyang-dong
강원도,속초시,청호동,청호동,조양동,3206059,4221059000,19981017,4221010800,Cheongho-dong
강원도,속초시,청호동,청호동,청호동,3206059,4221059000,19981017,4221010900,Cheongho-dong
강원도,속초시,대포동,대포동,대포동,3206060,4221060000,19880423,4221011000,Daepo-dong
강원도,속초시,대포동,대포동,도문동,3206060,4221060000,19880423,4221011100,Daepo-dong
강원도,속초시,대포동,대포동,설악동,3206060,4221060000,19880423,4221011200,Daepo-dong
강원도,삼척시,삼척시,삼척시,삼척시,32070,4223000000,19880423,4223000000,Samcheok-si
강원도,삼척시,도계읍,도계읍,도계읍,3207011,4223025000,19950101,4223025000,Dogye-eup
강원도,삼척시,도계읍,도계읍,발이리,3207011,4223025000,19950101,4223025021,Dogye-eup
강원도,삼척시,도계읍,도계읍,차구리,3207011,4223025000,19950101,4223025022,Dogye-eup
강원도,삼척시,도계읍,도계읍,고사리,3207011,4223025000,19950101,4223025023,Dogye-eup
강원도,삼척시,도계읍,도계읍,산기리,3207011,4223025000,19950101,4223025024,Dogye-eup
강원도,삼척시,도계읍,도계읍,무건리,3207011,4223025000,19950101,4223025025,Dogye-eup
강원도,삼척시,도계읍,도계읍,한내리,3207011,4223025000,19950101,4223025026,Dogye-eup
강원도,삼척시,도계읍,도계읍,늑구리,3207011,4223025000,19950101,4223025027,Dogye-eup
강원도,삼척시,도계읍,도계읍,점리,3207011,4223025000,19950101,4223025028,Dogye-eup
강원도,삼척시,도계읍,도계읍,마교리,3207011,4223025000,19950101,4223025029,Dogye-eup
강원도,삼척시,도계읍,도계읍,도계리,3207011,4223025000,19950101,4223025030,Dogye-eup
강원도,삼척시,도계읍,도계읍,상덕리,3207011,4223025000,19950101,4223025031,Dogye-eup
강원도,삼척시,도계읍,도계읍,황조리,3207011,4223025000,19950101,4223025032,Dogye-eup
강원도,삼척시,도계읍,도계읍,전두리,3207011,4223025000,19950101,4223025033,Dogye-eup
강원도,삼척시,도계읍,도계읍,흥전리,3207011,4223025000,19950101,4223025034,Dogye-eup
강원도,삼척시,도계읍,도계읍,심포리,3207011,4223025000,19950101,4223025035,Dogye-eup
강원도,삼척시,도계읍,도계읍,구사리,3207011,4223025000,19950101,4223025036,Dogye-eup
강원도,삼척시,도계읍,도계읍,신리,3207011,4223025000,19950101,4223025037,Dogye-eup
강원도,삼척시,원덕읍,원덕읍,원덕읍,3207012,4223025300,19950101,4223025300,Wondeok-eup
강원도,삼척시,원덕읍,원덕읍,갈남리,3207012,4223025300,19950101,4223025321,Wondeok-eup
강원도,삼척시,원덕읍,원덕읍,임원리,3207012,4223025300,19950101,4223025322,Wondeok-eup
강원도,삼척시,원덕읍,원덕읍,노곡리,3207012,4223025300,19950101,4223025323,Wondeok-eup
강원도,삼척시,원덕읍,원덕읍,이천리,3207012,4223025300,19950101,4223025324,Wondeok-eup
강원도,삼척시,원덕읍,원덕읍,옥원리,3207012,4223025300,19950101,4223025325,Wondeok-eup
강원도,삼척시,원덕읍,원덕읍,호산리,3207012,4223025300,19950101,4223025326,Wondeok-eup
강원도,삼척시,원덕읍,원덕읍,월천리,3207012,4223025300,19950101,4223025327,Wondeok-eup
강원도,삼척시,원덕읍,원덕읍,노경리,3207012,4223025300,19950101,4223025328,Wondeok-eup
강원도,삼척시,원덕읍,원덕읍,사곡리,3207012,4223025300,19950101,4223025330,Wondeok-eup
강원도,삼척시,원덕읍,원덕읍,기곡리,3207012,4223025300,19950101,4223025331,Wondeok-eup
강원도,삼척시,원덕읍,원덕읍,산양리,3207012,4223025300,19950101,4223025332,Wondeok-eup
강원도,삼척시,원덕읍임원출장소,원덕읍임원출장소,삼척시,,4223025400,20010126,4223000000,-
강원도,삼척시,근덕면,근덕면,근덕면,3207031,4223031000,19950101,4223031000,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,상맹방리,3207031,4223031000,19950101,4223031021,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,하맹방리,3207031,4223031000,19950101,4223031022,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,금계리,3207031,4223031000,19950101,4223031023,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,교가리,3207031,4223031000,19950101,4223031024,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,교곡리,3207031,4223031000,19950101,4223031025,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,덕산리,3207031,4223031000,19950101,4223031026,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,부남리,3207031,4223031000,19950101,4223031027,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,광태리,3207031,4223031000,19950101,4223031028,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,동막리,3207031,4223031000,19950101,4223031029,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,궁촌리,3207031,4223031000,19950101,4223031030,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,매원리,3207031,4223031000,19950101,4223031031,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,초곡리,3207031,4223031000,19950101,4223031032,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,용화리,3207031,4223031000,19950101,4223031033,Geundeok-myeon
강원도,삼척시,근덕면,근덕면,장호리,3207031,4223031000,19950101,4223031034,Geundeok-myeon
강원도,삼척시,하장면,하장면,하장면,3207032,4223032000,19950101,4223032000,Hajang-myeon
강원도,삼척시,하장면,하장면,중봉리,3207032,4223032000,19950101,4223032021,Hajang-myeon
강원도,삼척시,하장면,하장면,번천리,3207032,4223032000,19950101,4223032022,Hajang-myeon
강원도,삼척시,하장면,하장면,숙암리,3207032,4223032000,19950101,4223032023,Hajang-myeon
강원도,삼척시,하장면,하장면,광동리,3207032,4223032000,19950101,4223032024,Hajang-myeon
강원도,삼척시,하장면,하장면,장전리,3207032,4223032000,19950101,4223032025,Hajang-myeon
강원도,삼척시,하장면,하장면,추동리,3207032,4223032000,19950101,4223032026,Hajang-myeon
강원도,삼척시,하장면,하장면,한소리,3207032,4223032000,19950101,4223032027,Hajang-myeon
강원도,삼척시,하장면,하장면,토산리,3207032,4223032000,19950101,4223032028,Hajang-myeon
강원도,삼척시,하장면,하장면,갈전리,3207032,4223032000,19950101,4223032029,Hajang-myeon
강원도,삼척시,하장면,하장면,공전리,3207032,4223032000,19950101,4223032030,Hajang-myeon
강원도,삼척시,하장면,하장면,둔전리,3207032,4223032000,19950101,4223032031,Hajang-myeon
강원도,삼척시,하장면,하장면,역둔리,3207032,4223032000,19950101,4223032032,Hajang-myeon
강원도,삼척시,하장면,하장면,대전리,3207032,4223032000,19950101,4223032033,Hajang-myeon
강원도,삼척시,하장면,하장면,어리,3207032,4223032000,19950101,4223032034,Hajang-myeon
강원도,삼척시,하장면,하장면,판문리,3207032,4223032000,19950101,4223032035,Hajang-myeon
강원도,삼척시,하장면,하장면,용연리,3207032,4223032000,19950101,4223032036,Hajang-myeon
강원도,삼척시,노곡면,노곡면,노곡면,3207033,4223033000,19950101,4223033000,Nogok-myeon
강원도,삼척시,노곡면,노곡면,여삼리,3207033,4223033000,19950101,4223033021,Nogok-myeon
강원도,삼척시,노곡면,노곡면,상천기리,3207033,4223033000,19950101,4223033022,Nogok-myeon
강원도,삼척시,노곡면,노곡면,하반천리,3207033,4223033000,19950101,4223033023,Nogok-myeon
강원도,삼척시,노곡면,노곡면,상반천리,3207033,4223033000,19950101,4223033024,Nogok-myeon
강원도,삼척시,노곡면,노곡면,우발리,3207033,4223033000,19950101,4223033025,Nogok-myeon
강원도,삼척시,노곡면,노곡면,고자리,3207033,4223033000,19950101,4223033026,Nogok-myeon
강원도,삼척시,노곡면,노곡면,하월산리,3207033,4223033000,19950101,4223033027,Nogok-myeon
강원도,삼척시,노곡면,노곡면,개산리,3207033,4223033000,19950101,4223033028,Nogok-myeon
강원도,삼척시,노곡면,노곡면,상월산리,3207033,4223033000,19950101,4223033029,Nogok-myeon
강원도,삼척시,노곡면,노곡면,하군천리,3207033,4223033000,19950101,4223033030,Nogok-myeon
강원도,삼척시,노곡면,노곡면,상군천리,3207033,4223033000,19950101,4223033031,Nogok-myeon
강원도,삼척시,노곡면,노곡면,둔달리,3207033,4223033000,19950101,4223033032,Nogok-myeon
강원도,삼척시,노곡면,노곡면,주지리,3207033,4223033000,19950101,4223033033,Nogok-myeon
강원도,삼척시,노곡면,노곡면,하마읍리,3207033,4223033000,19950101,4223033034,Nogok-myeon
강원도,삼척시,노곡면,노곡면,중마읍리,3207033,4223033000,19950101,4223033035,Nogok-myeon
강원도,삼척시,노곡면,노곡면,상마읍리,3207033,4223033000,19950101,4223033036,Nogok-myeon
강원도,삼척시,미로면,미로면,미로면,3207034,4223034000,19950101,4223034000,Miro-myeon
강원도,삼척시,미로면,미로면,무사리,3207034,4223034000,19950101,4223034021,Miro-myeon
강원도,삼척시,미로면,미로면,사둔리,3207034,4223034000,19950101,4223034022,Miro-myeon
강원도,삼척시,미로면,미로면,하거노리,3207034,4223034000,19950101,4223034023,Miro-myeon
강원도,삼척시,미로면,미로면,상거노리,3207034,4223034000,19950101,4223034024,Miro-myeon
강원도,삼척시,미로면,미로면,상정리,3207034,4223034000,19950101,4223034025,Miro-myeon
강원도,삼척시,미로면,미로면,하정리,3207034,4223034000,19950101,4223034026,Miro-myeon
강원도,삼척시,미로면,미로면,천기리,3207034,4223034000,19950101,4223034027,Miro-myeon
강원도,삼척시,미로면,미로면,활기리,3207034,4223034000,19950101,4223034028,Miro-myeon
강원도,삼척시,미로면,미로면,하사전리,3207034,4223034000,19950101,4223034029,Miro-myeon
강원도,삼척시,미로면,미로면,동산리,3207034,4223034000,19950101,4223034030,Miro-myeon
강원도,삼척시,미로면,미로면,상사전리,3207034,4223034000,19950101,4223034031,Miro-myeon
강원도,삼척시,미로면,미로면,삼거리,3207034,4223034000,19950101,4223034032,Miro-myeon
강원도,삼척시,미로면,미로면,고천리,3207034,4223034000,19950101,4223034033,Miro-myeon
강원도,삼척시,미로면,미로면,내미로리,3207034,4223034000,19950101,4223034034,Miro-myeon
강원도,삼척시,가곡면,가곡면,가곡면,3207035,4223035000,19950101,4223035000,Gagok-myeon
강원도,삼척시,가곡면,가곡면,오목리,3207035,4223035000,19950101,4223035021,Gagok-myeon
강원도,삼척시,가곡면,가곡면,탕곡리,3207035,4223035000,19950101,4223035022,Gagok-myeon
강원도,삼척시,가곡면,가곡면,오저리,3207035,4223035000,19950101,4223035023,Gagok-myeon
강원도,삼척시,가곡면,가곡면,풍곡리,3207035,4223035000,19950101,4223035024,Gagok-myeon
강원도,삼척시,가곡면,가곡면,동활리,3207035,4223035000,19950101,4223035025,Gagok-myeon
강원도,삼척시,신기면,신기면,신기면,3207036,4223036000,19950101,4223036000,Singi-myeon
강원도,삼척시,신기면,신기면,신기리,3207036,4223036000,19950101,4223036021,Singi-myeon
강원도,삼척시,신기면,신기면,서하리,3207036,4223036000,19950101,4223036022,Singi-myeon
강원도,삼척시,신기면,신기면,고무릉리,3207036,4223036000,19950101,4223036023,Singi-myeon
강원도,삼척시,신기면,신기면,대이리,3207036,4223036000,19950101,4223036024,Singi-myeon
강원도,삼척시,신기면,신기면,대기리,3207036,4223036000,19950101,4223036025,Singi-myeon
강원도,삼척시,신기면,신기면,안의리,3207036,4223036000,19950101,4223036026,Singi-myeon
강원도,삼척시,신기면,신기면,대평리,3207036,4223036000,19950101,4223036027,Singi-myeon
강원도,삼척시,신기면,신기면,마차리,3207036,4223036000,19950101,4223036028,Singi-myeon
강원도,삼척시,남양동,남양동,남양동,3207051,4223051000,19880423,4223012000,Namyang-dong
강원도,삼척시,남양동,남양동,사직동,3207051,4223051000,19880423,4223012100,Namyang-dong
강원도,삼척시,남양동,남양동,오분동,3207051,4223051000,19880423,4223012200,Namyang-dong
강원도,삼척시,남양동,남양동,적노동,3207051,4223051000,19880423,4223012300,Namyang-dong
강원도,삼척시,남양동,남양동,조비동,3207051,4223051000,19880423,4223012400,Namyang-dong
강원도,삼척시,교동,교동,교동,3207053,4223053000,19880423,4223010600,Gyo-dong
강원도,삼척시,교동,교동,갈천동,3207053,4223053000,19880423,4223010700,Gyo-dong
강원도,삼척시,교동,교동,증산동,3207053,4223053000,19880423,4223010800,Gyo-dong
강원도,삼척시,교동,교동,우지동,3207053,4223053000,19880423,4223010900,Gyo-dong
강원도,삼척시,교동,교동,마달동,3207053,4223053000,19880423,4223011000,Gyo-dong
강원도,삼척시,정라동,정라동,정상동,3207054,4223054000,19880423,4223012500,Jeongna-dong
강원도,삼척시,정라동,정라동,정하동,3207054,4223054000,19880423,4223012600,Jeongna-dong
강원도,삼척시,성내동,성내동,성내동,3207052,4223057000,19981026,4223010100,Seongnae-dong
강원도,삼척시,성내동,성내동,성북동,3207052,4223057000,19981026,4223010200,Seongnae-dong
강원도,삼척시,성내동,성내동,읍상동,3207052,4223057000,19981026,4223010300,Seongnae-dong
강원도,삼척시,성내동,성내동,읍중동,3207052,4223057000,19981026,4223010400,Seongnae-dong
강원도,삼척시,성내동,성내동,당저동,3207052,4223057000,19981026,4223010500,Seongnae-dong
강원도,삼척시,성내동,성내동,자원동,3207052,4223057000,19981026,4223011100,Seongnae-dong
강원도,삼척시,성내동,성내동,평전동,3207052,4223057000,19981026,4223011200,Seongnae-dong
강원도,삼척시,성내동,성내동,등봉동,3207052,4223057000,19981026,4223011300,Seongnae-dong
강원도,삼척시,성내동,성내동,도경동,3207052,4223057000,19981026,4223011400,Seongnae-dong
강원도,삼척시,성내동,성내동,마평동,3207052,4223057000,19981026,4223011500,Seongnae-dong
강원도,삼척시,성내동,성내동,오사동,3207052,4223057000,19981026,4223011600,Seongnae-dong
강원도,삼척시,성내동,성내동,건지동,3207052,4223057000,19981026,4223011700,Seongnae-dong
강원도,삼척시,성내동,성내동,원당동,3207052,4223057000,19981026,4223011800,Seongnae-dong
강원도,삼척시,성내동,성내동,성남동,3207052,4223057000,19981026,4223011900,Seongnae-dong
강원도,삼척시,성내동,성내동,근산동,3207052,4223057000,19981026,4223012700,Seongnae-dong
강원도,홍천군,홍천군,홍천군,홍천군,32310,4272000000,19880423,4272000000,Hongcheon-gun
강원도,홍천군,홍천읍,홍천읍,홍천읍,3231011,4272025000,19880423,4272025000,Hongcheon-eup
강원도,홍천군,홍천읍,홍천읍,진리,3231011,4272025000,19880423,4272025021,Hongcheon-eup
강원도,홍천군,홍천읍,홍천읍,신장대리,3231011,4272025000,19880423,4272025022,Hongcheon-eup
강원도,홍천군,홍천읍,홍천읍,희망리,3231011,4272025000,19880423,4272025023,Hongcheon-eup
강원도,홍천군,홍천읍,홍천읍,갈마곡리,3231011,4272025000,19880423,4272025024,Hongcheon-eup
강원도,홍천군,홍천읍,홍천읍,검율리,3231011,4272025000,19880423,4272025025,Hongcheon-eup
강원도,홍천군,홍천읍,홍천읍,와동리,3231011,4272025000,19880423,4272025026,Hongcheon-eup
강원도,홍천군,홍천읍,홍천읍,결운리,3231011,4272025000,19880423,4272025027,Hongcheon-eup
강원도,홍천군,홍천읍,홍천읍,태학리,3231011,4272025000,19880423,4272025028,Hongcheon-eup
강원도,홍천군,홍천읍,홍천읍,연봉리,3231011,4272025000,19880423,4272025029,Hongcheon-eup
강원도,홍천군,홍천읍,홍천읍,하오안리,3231011,4272025000,19880423,4272025030,Hongcheon-eup
강원도,홍천군,홍천읍,홍천읍,장전평리,3231011,4272025000,19880423,4272025031,Hongcheon-eup
강원도,홍천군,홍천읍,홍천읍,삼마치리,3231011,4272025000,19880423,4272025032,Hongcheon-eup
강원도,홍천군,홍천읍,홍천읍,상오안리,3231011,4272025000,19880423,4272025033,Hongcheon-eup
강원도,홍천군,화촌면,화촌면,화촌면,3231031,4272031000,19880423,4272031000,Hwachon-myeon
강원도,홍천군,화촌면,화촌면,송정리,3231031,4272031000,19880423,4272031021,Hwachon-myeon
강원도,홍천군,화촌면,화촌면,내삼포리,3231031,4272031000,19880423,4272031022,Hwachon-myeon
강원도,홍천군,화촌면,화촌면,성산리,3231031,4272031000,19880423,4272031023,Hwachon-myeon
강원도,홍천군,화촌면,화촌면,야시대리,3231031,4272031000,19880423,4272031024,Hwachon-myeon
강원도,홍천군,화촌면,화촌면,주음치리,3231031,4272031000,19880423,4272031025,Hwachon-myeon
강원도,홍천군,화촌면,화촌면,군업리,3231031,4272031000,19880423,4272031026,Hwachon-myeon
강원도,홍천군,화촌면,화촌면,장평리,3231031,4272031000,19880423,4272031027,Hwachon-myeon
강원도,홍천군,화촌면,화촌면,굴운리,3231031,4272031000,19880423,4272031028,Hwachon-myeon
강원도,홍천군,화촌면,화촌면,구성포리,3231031,4272031000,19880423,4272031029,Hwachon-myeon
강원도,홍천군,화촌면,화촌면,풍천리,3231031,4272031000,19880423,4272031030,Hwachon-myeon
강원도,홍천군,화촌면,화촌면,외삼포리,3231031,4272031000,19880423,4272031031,Hwachon-myeon
강원도,홍천군,두촌면,두촌면,두촌면,3231032,4272032000,19880423,4272032000,Duchon-myeon
강원도,홍천군,두촌면,두촌면,철정리,3231032,4272032000,19880423,4272032021,Duchon-myeon
강원도,홍천군,두촌면,두촌면,역내리,3231032,4272032000,19880423,4272032022,Duchon-myeon
강원도,홍천군,두촌면,두촌면,천현리,3231032,4272032000,19880423,4272032023,Duchon-myeon
강원도,홍천군,두촌면,두촌면,자은리,3231032,4272032000,19880423,4272032024,Duchon-myeon
강원도,홍천군,두촌면,두촌면,원동리,3231032,4272032000,19880423,4272032025,Duchon-myeon
강원도,홍천군,두촌면,두촌면,장남리,3231032,4272032000,19880423,4272032026,Duchon-myeon
강원도,홍천군,두촌면,두촌면,괘석리,3231032,4272032000,19880423,4272032027,Duchon-myeon
강원도,홍천군,내촌면,내촌면,내촌면,3231033,4272033000,19880423,4272033000,Naechon-myeon
강원도,홍천군,내촌면,내촌면,물걸리,3231033,4272033000,19880423,4272033021,Naechon-myeon
강원도,홍천군,내촌면,내촌면,와야리,3231033,4272033000,19880423,4272033022,Naechon-myeon
강원도,홍천군,내촌면,내촌면,서곡리,3231033,4272033000,19880423,4272033023,Naechon-myeon
강원도,홍천군,내촌면,내촌면,도관리,3231033,4272033000,19880423,4272033024,Naechon-myeon
강원도,홍천군,내촌면,내촌면,답풍리,3231033,4272033000,19880423,4272033025,Naechon-myeon
강원도,홍천군,내촌면,내촌면,화상대리,3231033,4272033000,19880423,4272033026,Naechon-myeon
강원도,홍천군,내촌면,내촌면,문현리,3231033,4272033000,19880423,4272033027,Naechon-myeon
강원도,홍천군,내촌면,내촌면,광암리,3231033,4272033000,19880423,4272033028,Naechon-myeon
강원도,홍천군,서석면,서석면,서석면,3231034,4272034000,19880423,4272034000,Seoseok-myeon
강원도,홍천군,서석면,서석면,풍암리,3231034,4272034000,19880423,4272034021,Seoseok-myeon
강원도,홍천군,서석면,서석면,검산리,3231034,4272034000,19880423,4272034022,Seoseok-myeon
강원도,홍천군,서석면,서석면,생곡리,3231034,4272034000,19880423,4272034023,Seoseok-myeon
강원도,홍천군,서석면,서석면,상군두리,3231034,4272034000,19880423,4272034024,Seoseok-myeon
강원도,홍천군,서석면,서석면,하군두리,3231034,4272034000,19880423,4272034025,Seoseok-myeon
강원도,홍천군,서석면,서석면,청량리,3231034,4272034000,19880423,4272034026,Seoseok-myeon
강원도,홍천군,서석면,서석면,어론리,3231034,4272034000,19880423,4272034027,Seoseok-myeon
강원도,홍천군,서석면,서석면,수하리,3231034,4272034000,19880423,4272034028,Seoseok-myeon
강원도,홍천군,동면,동면,동면,3231035,4272035000,19880423,4272035000,Dong-myeon
강원도,홍천군,동면,동면,속초리,3231035,4272035000,19880423,4272035021,Dong-myeon
강원도,홍천군,동면,동면,신봉리,3231035,4272035000,19880423,4272035022,Dong-myeon
강원도,홍천군,동면,동면,덕치리,3231035,4272035000,19880423,4272035023,Dong-myeon
강원도,홍천군,동면,동면,성수리,3231035,4272035000,19880423,4272035024,Dong-myeon
강원도,홍천군,동면,동면,삼현리,3231035,4272035000,19880423,4272035025,Dong-myeon
강원도,홍천군,동면,동면,방량리,3231035,4272035000,19880423,4272035026,Dong-myeon
강원도,홍천군,동면,동면,월운리,3231035,4272035000,19880423,4272035027,Dong-myeon
강원도,홍천군,동면,동면,후동리,3231035,4272035000,19880423,4272035028,Dong-myeon
강원도,홍천군,동면,동면,개운리,3231035,4272035000,19880423,4272035029,Dong-myeon
강원도,홍천군,동면,동면,노천리,3231035,4272035000,19880423,4272035030,Dong-myeon
강원도,홍천군,동면,동면,좌운리,3231035,4272035000,19880423,4272035031,Dong-myeon
강원도,홍천군,남면,남면,남면,3231036,4272036000,19880423,4272036000,Nam-myeon
강원도,홍천군,남면,남면,양덕원리,3231036,4272036000,19880423,4272036021,Nam-myeon
강원도,홍천군,남면,남면,유목정리,3231036,4272036000,19880423,4272036022,Nam-myeon
강원도,홍천군,남면,남면,신대리,3231036,4272036000,19880423,4272036023,Nam-myeon
강원도,홍천군,남면,남면,시동리,3231036,4272036000,19880423,4272036024,Nam-myeon
